,concept:name,org:resource,time:timestamp,Activity,case:concept:name
765,Refactor,(52693f72afca243ace00a7a57365301f5f8c42c0),2024-01-04,Refactor,#16897
766,Refactor,(669814d0d408a622f020a55971ba04030e4fa4bf),2024-02-07,Refactor,#16897
767,BugFix,(e0222d3e01382daf19509226d9cbac233decda21),2024-03-16,BugFix,#16897
768,NewFeature,(bac760207c3e85b9ac97a36c37aeb4ad601102a3),2020-06-08,NewFeature,#17017
769,Refactor,(18adfe87bcd516436db001b53a0e09e58246c9e2),2020-08-07,Refactor,#17017
770,Refactor,(76d8d1742c1d4a1efe0fd6c0645d3fc656bfd0b2),2020-09-20,Refactor,#17017
771,Refactor,(f8e83f79c5012c70bae788308f8665f117c4f93c),2020-11-21,Refactor,#17017
772,Refactor,(708ea3d0bb82f067424c75636c28a549aa3d3b06),2021-02-04,Refactor,#17017
773,Refactor,(e7c711996bd3080f5e343eff5556736cbf2e2416),2021-02-08,Refactor,#17017
774,Refactor,(62f37669dc506a6e579389ca549ce5993548944d),2021-08-01,Refactor,#17017
775,Refactor,(79c72ed821564507b0ef46cbb26f9577585e2ccc),2021-09-07,Refactor,#17017
776,Refactor,(c1d7e234e1aba1ecc91cfc77d17d38b67618c315),2021-09-19,Refactor,#17017
777,Refactor,(a80a303cbe057b02e8d9cd29bc94c161e48784f1),2022-03-22,Refactor,#17017
778,Refactor,(86c811660ebf0b3fcbae2f34273d4c9d0c22abc4),2023-06-02,Refactor,#17017
779,Enhancement,(863198a73f8a07663a6a5f7c088631aa72b5fb45),2023-08-05,Enhancement,#17017
780,Refactor,(b90133813a96ce839e17da039b2679601ee59afc),2023-12-14,Refactor,#17017
781,Refactor,(4a5bd47b6a8d48f6c0045399e667f2c521faa213),2024-05-11,Refactor,#17017
782,NewFeature,(33bb7859d446a42d699761f6b5c0a449b40a7d35),2020-04-22,NewFeature,#17222
783,Cleanup,(dc202b3cb3c2f91e2f7dcf582da46d2182cd2782),2020-06-02,Cleanup,#17222
784,Refactor,(bc688f27dc6db76021da584bc529f29ddb6f6cce),2020-07-25,Refactor,#17222
785,Refactor,(f1cdd02d4cf616da632bf2b7735e1ef7546a936a),2020-11-18,Refactor,#17222
786,Rework,(65cfbc074104c6b1ae4ef58251e516e3c4bad659),2021-07-14,Rework,#17222
787,NewFeature,(553487cc8ab348939c6033910c0aa11d230b2ad6),2021-04-16,NewFeature,#17239
788,Refactor,(7726af9c5348c1c7d0fd9a56eca87d00cd75fee6),2021-06-05,Refactor,#17239
789,Refactor,(7f1286a11f87065c4e666985e679cf9c77d668bf),2021-09-25,Refactor,#17239
790,Cleanup,(8ba6e8a74d1ddd963881dcd77e26a5dc0a7b6096),2022-03-22,Cleanup,#17239
791,Refactor,(e4e6abe5af0f97ff5cb0c9334cb298d3584968e3),2022-06-09,Refactor,#17239
792,BugFix,(6cc11b76fd499162e644468bc278eda7b3471041),2022-10-01,BugFix,#17239
793,Rework,(4f212e50b6ad402ae34e7c9ed35ec9168bae6221),2023-02-20,Rework,#17239
794,Refactor,(52693f72afca243ace00a7a57365301f5f8c42c0),2024-01-04,Refactor,#17239
795,Enhancement,(994aa9f6923e2307d13badd26a15e6d57525955f),2024-01-05,Enhancement,#17239
796,NewFeature,(2f6262c27b11598293839f6d46f3b340ee6a1f4c),2020-04-24,NewFeature,#17248
797,Refactor,(8b3c7dda755ebce5bd57a7ce52891a137ea12b35),2020-04-27,Refactor,#17248
798,Refactor,(4f003fc7a715830da7324da2c90f8411df3b1efc),2020-04-27,Refactor,#17248
799,Refactor,(89b17b54637200838e52ae39a9e4b23f3c2f8d35),2020-04-28,Refactor,#17248
800,Enhancement,(36efe75ad13a8df9f642cde1fe067358d9fa8d25),2020-05-03,Enhancement,#17248
801,BugFix,(c1dcc56a0b5bc110289ac9c4aeefa8263c5174d4),2020-06-27,BugFix,#17248
802,Refactor,(cfc36684aacf0ed9443e039d714de0410f52f7d2),2020-07-19,Refactor,#17248
803,Refactor,(76d8d1742c1d4a1efe0fd6c0645d3fc656bfd0b2),2020-09-20,Refactor,#17248
804,Refactor,(21ce39aa9b304d627e6f2f7eecde873c7edb7af9),2020-10-19,Refactor,#17248
805,Refactor,(06bf3ccfb7a19c972e5f40816d49e3860711f976),2020-11-07,Refactor,#17248
806,Refactor,(0cccc60409c4b237d747fdf49b648f1cbed7ddde),2020-11-11,Refactor,#17248
807,Refactor,(d2e1e9a0ac260c56026279ac5657fe81ec399c77),2021-01-04,Refactor,#17248
808,Refactor,(b8186b50817d33999a414400d82d876da7b40ee9),2021-01-25,Refactor,#17248
809,Refactor,(e7c711996bd3080f5e343eff5556736cbf2e2416),2021-02-08,Refactor,#17248
810,Refactor,(930752d46e6aacb484ea89dacae6baf823d78d62),2021-03-24,Refactor,#17248
811,BugFix,(a5d6f6ac9880090d2412bbea0027885b95c98ea2),2021-04-13,BugFix,#17248
812,Refactor,(2d1d628340a6b4dd38ae808e6423438fa153de57),2021-04-16,Refactor,#17248
813,Refactor,(dfcccb63a1f3d8098ebfef8c64753f735bcf0b0d),2021-04-24,Refactor,#17248
814,Refactor,(8d9021e8069c0550e9a31107adf44b9112b87471),2021-05-06,Refactor,#17248
815,Refactor,(d8c4be375c24f0cda27ff8079b78985e5b8afa97),2021-05-22,Refactor,#17248
816,BugFix,(53a5cd0c380851ceab9545c652d67d3d688cf693),2021-08-03,BugFix,#17248
817,Refactor,(79c72ed821564507b0ef46cbb26f9577585e2ccc),2021-09-07,Refactor,#17248
818,Refactor,(754b31918a73cb08c322102be5d3926d2ac59c18),2021-09-09,Refactor,#17248
819,Refactor,(c1d7e234e1aba1ecc91cfc77d17d38b67618c315),2021-09-19,Refactor,#17248
820,Refactor,(6fb2d8a25f096d084348a6f6930f515d947474d4),2021-12-28,Refactor,#17248
821,Refactor,(9530df4816ed409e79c7b0403613e663f0d63511),2022-02-21,Refactor,#17248
822,Refactor,(a80a303cbe057b02e8d9cd29bc94c161e48784f1),2022-03-22,Refactor,#17248
823,Refactor,(c4873a64ecd54dc0bbccb1eaeecd1b5ae2f6aef5),2022-04-03,Refactor,#17248
824,Enhancement,(6ee34331b7a0e5ea82768f4df5f3956ce5322742),2022-04-10,Enhancement,#17248
825,Refactor,(a5e1d4c50ae40c8203d8490be83ef86e16ebf1c2),2022-05-22,Refactor,#17248
826,Refactor,(434e43cc42f782d5fbe89db21f97571c71ad62f3),2022-08-22,Refactor,#17248
827,Refactor,(9e5c143b87e4fc97a875e56aa9ec7d411c36d923),2022-08-28,Refactor,#17248
828,Refactor,(02c43f44c73b76c8d8d1e48b8e595ced62da2459),2022-10-21,Refactor,#17248
829,Refactor,(4f212e50b6ad402ae34e7c9ed35ec9168bae6221),2023-02-20,Refactor,#17248
830,Refactor,(e977232735abd759678e8665759dbc214df88202),2023-03-04,Refactor,#17248
831,Enhancement,(4b0b00c8da5eb193bb157d42e788da9586ed5ba7),2023-10-20,Enhancement,#17248
832,BugFix,(425af4240b222448ab2ebe5c5d152adeed2079a4),2023-12-06,BugFix,#17248
833,NewFeature,(424569b4c4bf112a3939724b30bad528a76a2b08),2020-06-18,NewFeature,#17437
834,BugFix,(12e7106a8afaceb01f41a1bf61e24049c6e7b49e),2020-07-07,BugFix,#17437
835,Enhancement,(1815866877787b6f6c6a2315fe565362272452c6),2020-07-08,Enhancement,#17437
836,Enhancement,(b64113411c83d6f6f6947d9ae94faa65406d32dd),2020-07-10,Enhancement,#17437
837,Enhancement,(0e1cb10909b47d939d0766c35cdd3cbbd1d37def),2020-07-13,Enhancement,#17437
838,Refactor,(18adfe87bcd516436db001b53a0e09e58246c9e2),2020-08-07,Refactor,#17437
839,Refactor,(ba6c41b7985a35d9ede4ff35a65f596676a0c7e0),2020-08-21,Refactor,#17437
840,Enhancement,(a445746a8b6dd752de725eb67d264153c3b393d7),2020-09-06,Enhancement,#17437
841,Refactor,(c2c6a679ea4bdf48ce1800a8831fcec36c09ce53),2020-09-28,Refactor,#17437
842,Refactor,(eaf6777a6643a6fab23ceaaa4699cb2466ea6b83),2020-10-16,Refactor,#17437
843,Refactor,(2d2291d00eab6159de24eb7ff74001b1d6dd29e4),2021-03-24,Refactor,#17437
844,Refactor,(62f37669dc506a6e579389ca549ce5993548944d),2021-04-01,Refactor,#17437
845,Enhancement,(a5f0075a600b6cc607e7e3b2d7c2571d39c91280),2021-04-13,Enhancement,#17437
846,Refactor,(a5b2498de9590a19aeeea4cebc46bc204195012e),2021-06-29,Refactor,#17437
847,Refactor,(26bfc267977ddc444513c793c18f76847e23310e),2021-07-09,Refactor,#17437
848,Refactor,(754b31918a73cb08c322102be5d3926d2ac59c18),2021-09-09,Refactor,#17437
849,Refactor,(c1d7e234e1aba1ecc91cfc77d17d38b67618c315),2021-09-19,Refactor,#17437
850,Cleanup,(13ce5aa1ed4ab4f8fc01f7ff6f7ad7884fc28ea9),2021-12-21,Cleanup,#17437
851,Refactor,(e211ff148c39bf5dace72de7cffbb83f19d3f1bf),2021-12-24,Refactor,#17437
852,Revert,(6a8b9274a31d11c396ce1bc44b3a0b872a4606dc),2021-12-25,Revert,#17437
853,Refactor,(9285b6b9edcb42d38736a08785371204aea56501),2022-01-17,Refactor,#17437
854,Refactor,(d5f2334140e6f8ead29d3648b371547ebe72c7aa),2022-01-22,Refactor,#17437
855,Refactor,(ab46b7e2f298826a5512569d6e79bb59a7a6b8ea),2022-01-25,Refactor,#17437
856,Refactor,(44eff9a23348dcc117fd1ea9b4b1ef0b54061808),2022-02-17,Refactor,#17437
857,Refactor,(76d784f75f0349259c747b74bcf11f4e2b366da1),2022-06-26,Refactor,#17437
858,Refactor,(cb4a79173be3e8ed1ff45e7c346df1c28e744d5a),2022-07-01,Refactor,#17437
859,Refactor,(50e3e4d8628aeb2e2d106e341b9244e272965796),2022-11-27,Refactor,#17437
860,Refactor,(92721d1bf7d3516ffa591bf7fa9b0b03099f5156),2023-04-14,Refactor,#17437
861,Refactor,(5664c02d077e028f84a24efd96c2eebe97ce8763),2023-04-22,Refactor,#17437
862,Refactor,(2691167afe02fbbe74b0fdca2c28a49fac635741),2023-06-02,Refactor,#17437
863,BugFix,(6474773555274527ac4a24162dfdd9ea4b2b59da),2023-06-29,BugFix,#17437
864,BugFix,(bd6eb832500478c9e3be55f1126d0139aa013bb0),2023-12-01,BugFix,#17437
865,Refactor,(a41e16ffee0ae828ecb73eeea3caab2f4aed82a8),2023-12-06,Refactor,#17437
866,NewFeature,(d97c1f1c6245e2b1f3152e5a210ed840b4bdbefb),2021-05-14,NewFeature,#17462
867,Refactor,(7726af9c5348c1c7d0fd9a56eca87d00cd75fee6),2021-06-05,Refactor,#17462
868,Refactor,(221bec5ce8ccf7d7e374e24047d2853641db2472),2021-06-11,Refactor,#17462
869,Enhancement,(20b5615305639c9e33907a755cee1c22cc5aa664),2022-03-26,Enhancement,#17462
870,BugFix,(692f42ee7d5773f66c6bb018ae55f3f74c83d5d9),2022-03-27,BugFix,#17462
871,BugFix,(b19d44ba0bcea3d18b86d22c7a7980817ea30830),2022-08-25,BugFix,#17462
872,NewFeature,(21067ab06217835d232e9610d8dace2d243428ba),2020-04-26,NewFeature,#17523
873,Cleanup,(2c959123e5972920bfb40ac519bfaa5b0b7c6d67),2020-04-28,Cleanup,#17523
874,Enhancement,(2ec482a10263fbf6eaca7c8cbeb51d20bbe2be18),2020-05-17,Enhancement,#17523
875,Refactor,(c02451b602d6ee24d09f4f41269c85c0972a2279),2020-07-06,Refactor,#17523
876,Comment,(434e43cc42f782d5fbe89db21f97571c71ad62f3),2020-08-22,Comment,#17523
877,Enhancement,(88d7f4d7be744ecfecdb531cb48ae42a02403cef),2020-09-26,Enhancement,#17523
878,BugFix,(2e1ba73926eeac126dd345b32f40c5b5d4804462),2020-10-03,BugFix,#17523
879,Refactor,(0465e0ae3aaec257618d095f7e2b28ef677dbe4a),2020-11-11,Refactor,#17523
880,Refactor,(41529b65988a58ba512977e0fe1692aaeeb6c811),2020-11-18,Refactor,#17523
881,Refactor,(876c2586b9146dd123af4c7b21138b8239ef5d39),2021-01-25,Refactor,#17523
882,Refactor,(713de872ce055bd10bd59b4f811136b0ec0cfbae),2021-03-01,Refactor,#17523
883,Refactor,(c1d7e234e1aba1ecc91cfc77d17d38b67618c315),2021-09-19,Refactor,#17523
884,Enhancement,(001d1fd7cb86306cf6e25c11a91d0b2e478007bd),2023-05-05,Enhancement,#17523
885,Refactor,(2691167afe02fbbe74b0fdca2c28a49fac635741),2023-06-02,Refactor,#17523
886,Refactor,(86c811660ebf0b3fcbae2f34273d4c9d0c22abc4),2023-06-02,Refactor,#17523
887,NewFeature,(f5d809f3667846e962c86d1d4f4b8ac97e8a3e5f),2020-04-16,NewFeature,#17531
888,Refactor,(88bdd26c9998dc7524371f02660e76f778091d73),2020-04-22,Refactor,#17531
889,Enhancement,(8f3d17699aeccd04ca23b933e43b4aad28e66c42),2020-05-08,Enhancement,#17531
890,Enhancement,(8f3d17699aeccd04ca23b933e43b4aad28e66c42),2020-05-08,Enhancement,#17531
891,Cleanup,(31eb487da5778f653c771331bcef6b57e3511404),2020-05-22,Cleanup,#17531
892,Refactor,(e424dfc8854378ae9ea4448770a5510b070654b4),2020-06-21,Refactor,#17531
893,Refactor,(a9f7e855d8c030d0d9f34f950a66824b576548b5),2020-08-22,Refactor,#17531
894,Refactor,(646d90f3da2feda848dc4a50fe3661701dc881d1),2020-08-25,Refactor,#17531
895,Refactor,(189306d24ea6bd9e5e1a3e49f5e04722af7cc082),2020-11-14,Refactor,#17531
896,Refactor,(79ee2fa20a8288b9f208f2cfc7ce995069f17c5b),2021-02-16,Refactor,#17531
897,Refactor,(504fec98237a1042819eba145ae39ad14cc49a1e),2022-06-16,Refactor,#17531
898,Enhancement,(9911104036a515967029286775db0d0e7c4aec3a),2023-03-28,Enhancement,#17531
899,NewFeature,(4a5a3d27ed29d7bab3de9b64b1a1728fd65c755f),2020-04-18,NewFeature,#17536
900,Refactor,(000ec9fc139413c7702e8e295a29a21f6a6226e8),2020-04-20,Refactor,#17536
901,Refactor,(ab2b98e4255b0b9579af9627e884ac3dfc1d30bb),2020-04-23,Refactor,#17536
902,Refactor,(aa832a05c76c133e7680d5ed76bd268b36ddb3b6),2020-04-25,Refactor,#17536
903,Refactor,(52f3f3b5ab857fddf27ba97438cd165c816f6f46),2020-05-02,Refactor,#17536
904,Refactor,(4ace981ba06cc0a49c38939de69667d3326e9979),2020-06-24,Refactor,#17536
905,Refactor,(492ba2a111ce541513d4515c4af3f57ceaa897ea),2020-10-11,Refactor,#17536
906,Refactor,(0cccc60409c4b237d747fdf49b648f1cbed7ddde),2020-11-11,Refactor,#17536
907,Enhancement,(4dd2496530d3d42205aaf874bcb6f356685aa464),2020-11-16,Enhancement,#17536
908,Enhancement,(e9677594ea164319dea1c6cc2dc905237ad0dec4),2020-12-17,Enhancement,#17536
909,Refactor,(b35bfeb1c3f1271016227a1d79dcb552e67e3cb9),2021-02-07,Refactor,#17536
910,Enhancement,(5dfe28db2a68c2765ff6742fe7e53e11174e43b5),2021-04-24,Enhancement,#17536
911,Refactor,(79c72ed821564507b0ef46cbb26f9577585e2ccc),2021-09-07,Refactor,#17536
912,Refactor,(9bc1d05df3cc2e4f942393cdcdc0a1f05b64ceed),2022-03-13,Refactor,#17536
913,Enhancement,(c8ed7950f40f9f454fc769b02d53f1086b17576c),2023-04-22,Enhancement,#17536
914,Refactor,(2691167afe02fbbe74b0fdca2c28a49fac635741),2023-06-02,Refactor,#17536
915,Refactor,(86c811660ebf0b3fcbae2f34273d4c9d0c22abc4),2023-06-02,Refactor,#17536
916,Refactor,(dd3b5a10a09e2a83918af1cf6f8782fd0c473f98),2024-01-21,Refactor,#17536
917,NewFeature,(9110f756add41410a00559aafc603b89fd2d0af0),2020-04-17,NewFeature,#17560
918,BugFix,(50fa87f1cfad92ff88f7c14ecaa39e1c2b33639f),2020-04-17,BugFix,#17560
919,Refactor,(9823a37362c86f8f722c01af2147075d70234ada),2021-03-16,Refactor,#17560
920,Enhancement,(e5ff55a1be7646b6159e6dedac50bfbe57e6dfa0),2021-03-24,Enhancement,#17560
921,Refactor,(c7e84e8ef145a35b2c90e1a6f1d908929cc46d83),2022-12-31,Refactor,#17560
922,Refactor,(3dc437add4d142b71ea0684848fc1b73e4245a4c),2024-05-16,Refactor,#17560
923,NewFeature,(2d758663db570d8fc37255bf75c1bd3a98c333fe),2020-04-29,NewFeature,#17788
924,Enhancement,(193c0a52d9f1fbd31e42a29734f551aa26ed269a),2020-10-12,Enhancement,#17788
925,Enhancement,(df4f80622eb262fe39cc898e0237257b2870aa7f),2023-04-24,Enhancement,#17788
926,NewFeature,(8a22ef0c83a94f742be39005f259226e005ded2d),2020-05-11,NewFeature,#17853
927,Cleanup,(31eb487da5778f653c771331bcef6b57e3511404),2020-05-22,Cleanup,#17853
928,Refactor,(38ce5966e19094fb499ce7d647961c0594c5f811),2020-07-29,Refactor,#17853
929,Enhancement,(131ddeaeba96addcf573cbeff86b65225d3b8320),2020-08-26,Enhancement,#17853
930,Refactor,(76d8d1742c1d4a1efe0fd6c0645d3fc656bfd0b2),2020-09-20,Refactor,#17853
931,Enhancement,(da6c8317a7e7483fcb823c06f9cf953a764eacb0),2020-09-24,Enhancement,#17853
932,BugFix,(418b3e5ee26c0284561f07cf462af27971715d12),2020-10-16,BugFix,#17853
933,Refactor,(b41f41589a1c9bbc1adc1ceffc42c0c87c805526),2021-01-16,Refactor,#17853
934,BugFix,(604afd52d11f45c21194ff5679c829b57e5387e6),2021-02-04,BugFix,#17853
935,Refactor,(27f9437d3141635e290b11109b5f6d0929962194),2021-02-23,Refactor,#17853
936,Refactor,(2d2291d00eab6159de24eb7ff74001b1d6dd29e4),2021-03-24,Refactor,#17853
937,Refactor,(30e7e2c2766d7dbbe0144344287994f1969dfadd),2021-03-24,Refactor,#17853
938,Refactor,(dd4990252e891cdfe56cb7d6e3bbe1e6289be649),2021-05-24,Refactor,#17853
939,Refactor,(22ae09ace498e735c216bbb726f2c3f39d5d714a),2021-08-07,Refactor,#17853
940,Refactor,(323b38ee88dbf2a4691a20439dbb95a824822199),2021-09-16,Refactor,#17853
941,Refactor,(c1d7e234e1aba1ecc91cfc77d17d38b67618c315),2021-09-19,Refactor,#17853
942,Refactor,(dc5bef62ba185461ba969db6af996ebc93a33ba7),2021-09-23,Refactor,#17853
943,Refactor,(65b950a489c35b1d5547da3a504af4dad8cde3d7),2021-09-28,Refactor,#17853
944,Refactor,(33e0855e2c173680865aaa6c6aa93047d63fc469),2021-09-28,Refactor,#17853
945,Refactor,(40481947fc1f11a01235c5c55333a4437fc45c5f),2022-01-14,Refactor,#17853
946,Refactor,(307dfb15ca88f424dcb4cf579e4542e77dfb0eaf),2022-06-26,Refactor,#17853
947,Refactor,(6a67ad4e4aacf7e7314f9e15fd8fe8489b73742b),2022-07-06,Refactor,#17853
948,Refactor,(7e5d5330d614fe22bb9d603b5a9b3dd372a55810),2022-07-28,Refactor,#17853
949,Enhancement,(a460b01c876ff39901fe55a4b66b2c62737ef46c),2022-10-21,Enhancement,#17853
950,Refactor,(212167b140f7a1b6f24ff69cf367860b78812c05),2023-01-15,Refactor,#17853
951,Enhancement,(f0c8c9182090f8929ec4766683ec2d6902d4bc00),2023-03-03,Enhancement,#17853
952,Refactor,(4a0cb4fb4ac27ab20b1f97a016b85bac6ad15470),2023-03-11,Refactor,#17853
953,Enhancement,(c37fa3cc9097a9aa7fad5f168e335caabf23278e),2023-03-31,Enhancement,#17853
954,Refactor,(5664c02d077e028f84a24efd96c2eebe97ce8763),2023-04-22,Refactor,#17853
955,Refactor,(664b35b77c0ddf9562de6e74dd253f5bb33ce6b0),2023-05-05,Refactor,#17853
956,Enhancement,(25ddde0394361c23194c0f4a8f9777d389040af3),2023-05-15,Enhancement,#17853
957,BugFix,(ed66f498eb713f59f14d000f8bfa550b34ce8528),2023-05-16,BugFix,#17853
958,Refactor,(e7e77d9612253cf7106cfc9e69f69e52f4083294),2023-10-12,Refactor,#17853
959,Refactor,(2fd7c2b8652a3250e1eb1dbfd96991b4b11f6257),2024-05-17,Refactor,#17853
960,NewFeature,(801f99edadbf37966f231a8ae4b06fd93ff58cb1),2020-05-30,NewFeature,#17884
961,BugFix,(21ee7be30aafa22297c788b582865823d4f2bef9),2020-09-10,BugFix,#17884
962,Refactor,(7f20184ebcac95e7e8542a1a24d801af6f594596),2020-12-07,Refactor,#17884
963,Refactor,(754b31918a73cb08c322102be5d3926d2ac59c18),2021-09-09,Refactor,#17884
964,Enhancement,(08d9cbb9306a032d706a6ded0bf576fd0c58ca8d),2023-02-04,Enhancement,#17884
965,Refactor,(06e5273d24776219253a9229621c034ab263cba7),2023-03-31,Refactor,#17884
966,NewFeature,(60bed3434bb7aa51b02978e93dae5985ff24fe3a),2020-05-20,NewFeature,#18039
967,Comment,(31eb487da5778f653c771331bcef6b57e3511404),2020-05-22,Comment,#18039
968,BugFix,(40d442fde294faedf839e3a80c82cd72c1824ba8),2020-11-11,BugFix,#18039
969,BugFix,(b35bfeb1c3f1271016227a1d79dcb552e67e3cb9),2021-02-07,BugFix,#18039
970,Refactor,(b2f0913083d83bd3fd9af1c603d1f4cc1afb64eb),2021-07-06,Refactor,#18039
971,NewFeature,(642112d3eb7c1af9a52feec8134c85ed3e34891c),2020-06-16,NewFeature,#18071
972,Enhancement,(0b30de1b8ea4fe94075b779055e77e6b87e7b85a),2020-06-16,Enhancement,#18071
973,BugFix,(0a86291e66f0c33d399b8698dd0e7d41e628181b),2020-06-19,BugFix,#18071
974,Refactor,(2a650a2793be724077d624359d549297d0a1daaf),2020-06-24,Refactor,#18071
975,Refactor,(e5bc9d31cc87be5c7ef2bd3cd70c2599f76d2bd7),2020-07-01,Refactor,#18071
976,Refactor,(ea94716a87885653ae88d2ba92c6cccb22286f12),2020-07-06,Refactor,#18071
977,Enhancement,(d20d4591321aa467c062f0050355d2aca84e03ad),2020-07-25,Enhancement,#18071
978,Refactor,(bc688f27dc6db76021da584bc529f29ddb6f6cce),2020-07-25,Refactor,#18071
979,BugFix,(3eef000e2a7623d0d1d1f56fbf3109023f5d74c2),2020-07-26,BugFix,#18071
980,Enhancement,(117df87d193994f6fbcd46c45573095adf921784),2020-07-30,Enhancement,#18071
981,Refactor,(ca0ebf10d10d3c8e99c83c123c5ff2a678cda900),2020-08-03,Refactor,#18071
982,Enhancement,(04b12dde492b44a2b1e18f2e38b126bc82edcfdf),2020-08-04,Enhancement,#18071
983,Refactor,(d922c002ca3d5de89f4ae2f309d1713100bec977),2020-08-06,Refactor,#18071
984,Refactor,(b2abeff9ad9fe5182afd0fd7d3e730c0894ff361),2020-08-06,Refactor,#18071
985,BugFix,(35e11e5f8bf873a399e722d048669e72cc492a29),2020-08-06,BugFix,#18071
986,BugFix,(5e08efb0fc0e5991f70c19f55112025145128b59),2020-08-07,BugFix,#18071
987,BugFix,(cec035688df8e3c072476404f7b4cdb6fafce087),2020-08-07,BugFix,#18071
988,Refactor,(0a1b8659871f681464f24c40b16aa64cd2f7ca8e),2020-08-08,Refactor,#18071
989,Refactor,(ff5c8d35705df99f385a6b27163380a249c2e646),2020-08-13,Refactor,#18071
990,Refactor,(a37cf2490054ece3c16f0caca26a02c3d33057c8),2020-08-21,Refactor,#18071
991,Refactor,(6759aff22036a9fd4ae9f9398cd6e142a31ebd3b),2020-09-10,Refactor,#18071
992,Formatting,(8e0fac897b2ab0352059d5f9bd2d6293ae7d9bbf),2020-09-20,Formatting,#18071
993,Refactor,(76d8d1742c1d4a1efe0fd6c0645d3fc656bfd0b2),2020-09-20,Refactor,#18071
994,Comment,(60ab7a1ddbda1b1a6d20cbeb5c574ce775f57a4b),2020-09-20,Comment,#18071
995,Enhancement,(d8ed74904559aa8bdccc8b68acbccfbf1bf779d3),2020-09-21,Enhancement,#18071
996,Refactor,(6572d7131f61811d3507d0dfb1b76a38c770e95f),2020-09-27,Refactor,#18071
997,Refactor,(f72c559824dca5d59a92040ebe951405e3b3d429),2020-10-08,Refactor,#18071
998,BugFix,(6831341ab483a49d7daad4c704bb684d3cbbf075),2020-10-09,BugFix,#18071
999,BugFix,(c762b7c91b03415d37bbb96c5b2b6b8308ee3ba8),2020-10-11,BugFix,#18071
1000,Refactor,(c0920bbf6a2490b7ea66d2a9e828c0f527a6c77b),2020-10-12,Refactor,#18071
1001,Refactor,(bf33b2f862a0141e1eabc7d864f80de2d97bf9d2),2020-10-13,Refactor,#18071
1002,Refactor,(f6ffbe548c81abfeecc996c8f2bffd27cabe0014),2020-10-15,Refactor,#18071
1003,Refactor,(eaf6777a6643a6fab23ceaaa4699cb2466ea6b83),2020-10-16,Refactor,#18071
1004,Refactor,(072f996af70b5ac635893eca2d4bd4bbb4f00acc),2020-10-21,Refactor,#18071
1005,Refactor,(4533a197d59ffcaccc4d476f06df7754b11b9b0c),2020-10-22,Refactor,#18071
1006,Refactor,(853d01de683ab3efcbb15ef95db869e279053ee0),2020-10-24,Refactor,#18071
1007,Refactor,(9630c2683c39468bf885c560a1768d8b377d9462),2020-10-24,Refactor,#18071
1008,BugFix,(c60696dbae3696006cb24bfe1d51254977f4f65b),2020-10-27,BugFix,#18071
1009,BugFix,(75b0e3246a00c04c5bf04607d030775f1d8d1e0c),2020-10-27,BugFix,#18071
1010,Refactor,(85d094bbb4cb6200057403be3d208a29920ecf12),2020-11-07,Refactor,#18071
1011,BugFix,(f8ee6f8b3176b6df7bc3d23119a4bee36c6ff0d8),2020-11-10,BugFix,#18071
1012,Enhancement,(ea371618da71dc43e6aee95a8e479c8797867e04),2020-11-15,Enhancement,#18071
1013,Refactor,(41529b65988a58ba512977e0fe1692aaeeb6c811),2020-11-18,Refactor,#18071
1014,Refactor,(931df1231af94f3219b7344ef82294f1578e2171),2020-11-19,Refactor,#18071
1015,BugFix,(0e3d86579bca76e7e47a0fb89064e33514519a67),2020-11-19,BugFix,#18071
1016,BugFix,(4a0fc4d69999f485816b8324178650d8a08667c1),2020-11-19,BugFix,#18071
1017,Refactor,(3893114c86c195d227e023c9e702197b54b2636f),2020-11-19,Refactor,#18071
1018,Enhancement,(91730d71ffb448728a8187eeebf205138e846b69),2020-12-22,Enhancement,#18071
1019,BugFix,(9eaa69874a6dedb2a2becd90bf0b3a34734dc72b),2020-12-28,BugFix,#18071
1020,Refactor,(90a2b482e6e59079d7cad1bc04b87a82fe99816c),2020-12-29,Refactor,#18071
1021,Refactor,(4a897310252341f203371cb2e99f93bf9c035143),2021-01-12,Refactor,#18071
1022,Refactor,(44c57ab05a8f909b85f51e08c90316b41e50c455),2021-01-12,Refactor,#18071
1023,Refactor,(c753fc690f6cdd181213304224eee029988ffd34),2021-01-14,Refactor,#18071
1024,Enhancement,(35c1b330ec62e698a455176330e7d75600af461d),2021-01-14,Enhancement,#18071
1025,Refactor,(12a39450b061b2dc735378d55a140f721f47eeae),2021-01-14,Refactor,#18071
1026,Refactor,(40c8f2001d2274dd34868d2e83ba65a09bcfba17),2021-01-16,Refactor,#18071
1027,Refactor,(fb41413b7614a256302f4bfcdb7ad7bcad50f7a5),2021-01-16,Refactor,#18071
1028,Refactor,(b41f41589a1c9bbc1adc1ceffc42c0c87c805526),2021-01-16,Refactor,#18071
1029,Refactor,(bb597dcf66ac0baa3f3528bb34c3b4aad78ad520),2021-01-17,Refactor,#18071
1030,Refactor,(d0f953218f928f8b79d42818d8c93a8903b551b2),2021-01-19,Refactor,#18071
1031,BugFix,(f1d4713097313813b53f8201a7bb9fba309f3e39),2021-01-19,BugFix,#18071
1032,Cleanup,(68abaeab19b41824bc151bc0f65e76ce8a2e4916),2021-01-20,Cleanup,#18071
1033,Refactor,(c0870d417a68ff4303100f165282d41be9129a5c),2021-01-21,Refactor,#18071
